Codice,Ragione sociale,Partita IVA,Codice Fiscale,Indirizzo,address,buildingNumber,address + buildingNumber,CAP,Città,Prov.,Ragione sociale estesa,Telefono 1,E-mail,Pec,Telefono 2,Fax,Cell.,Alias,Macroarea,Descrizione macroarea,Area,Descrizione area,Zona,Descrizione zona,Macrocategoria,Descrizione macrocategoria,Categoria,Descrizione categoria,Sottocategoria,Descrizione sottocategoria,Raggruppamento 1,Descrizione raggruppamento 1,Raggruppamento 2,Descrizione raggruppamento 2,Raggruppamento 3,Descrizione raggruppamento 3,Stato est.,Descrizione Stato,Agente,Cond. Pagamento,Agente ID,Attivo,Anag. valida,Data validità,Anag. sost.,Ragione sociale sostitutiva,Data dismiss.,Codice AU,Cod. intermedio,Descr. intermedio,Tipo Nazione,Stato
640,BCC FELSINEA - BANCA DI CREDITO COOPERATIVO DAL1902 - SOCIET,02529020220,00389400375,"Via Caduti di Sabbiuno, 3",Via Caduti di Sabbiuno,3,Via Caduti di Sabbiuno 3,40068,San Lazzaro di Savena,BO,,,organizzazione@felsinea.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
641,BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO,15240741007,00925980674,Viale Umberto I,Viale Umberto I,SNC,Viale Umberto I SNC,64034,Castiglione Messer Raimondo,TE,,,521dalosif@fedam.bcc.it  ,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
642,BANCA DEL PICENO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,15240741007,00143690444,"Via Marziale, 36",Via Marziale,36,Via Marziale 36,63075,Castignano,AP,,,organizzazione@bancadelpiceno.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
643,CEREABANCA 1897 CREDITO COOPERATIVO SOCIETA' COOPERATIVA,15240741007,00326500238,"Via Paride da Cerea, 30",Via Paride da Cerea,30,Via Paride da Cerea 30,37053,Cerea,VR,,,contabilita@cereabanca1897.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
644,BANCA DI CREDITO COOPERATIVO DI CHERASCO - SOCIETA' COOPERAT,02529020220,00204710040,"Via Bra, 15",Via Bra,15,Via Bra 15,12062,Cherasco,CN,,,sistemidipagamento@cherasco.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
645,Banca Terre Etrusche di Valdichiana e di Maremma Credito C,15240741007,01602230532,"Via Porsenna, 54",Via Porsenna,54,Via Porsenna 54,53043,Chiusi,SI,,,info@bancavaldichiana.bcc.it,posta.certificata@pecbancatema.it,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
646,BANCO MARCHIGIANO CREDITO COOPERATIVO,02529020220,00096960430,"Viale Matteotti, 8",Viale Matteotti,8,Viale Matteotti 8,62012,Civitanova Marche,MC,,,frattinisa@bancomarchigiano.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
647,BANCA DI CREDITO COOPERATIVO DI CITTANOVA - SOCIETA' COOPERA,15240741007,00087180808,"Via T. Campanella, 1",Via T. Campanella,1,Via T. Campanella 1,89022,Cittanova,RC,,,organizzazione@cittanova.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
648,BANCA DI CREDITO COOPERATIVO DI CONVERSANO - SOCIETA' COOPER,02529020220,00334280724,"Via Giuseppe Mazzini, 52",Via Giuseppe Mazzini,52,Via Giuseppe Mazzini 52,70014,Conversano,BA,,,ced@bccconversanoweb.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
649,BANCA CENTRO EMILIA - CREDITO COOPERATIVO' SOCIETA' COOPERAT,02529020220,01402600389,"Via Statale, 39",Via Statale,39,Via Statale 39,44042,Cento,FE,,,servizioaccentrati@bancacentroemilia.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
650,CORTINABANCA - CREDITO COOPERATIVO - SOCIETA COOPERATIVA,02529020220,00078700259,"Corso Italia, 80",Corso Italia,80,Corso Italia 80,32043,Cortina d'Ampezzo,BL,,,amministrazione@cortinabanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
651,BANCA DI CREDITO COOPERATIVO DELL'OGLIO E DEL SERIO - SOCIET,15240741007,02249360161,"Via Papa Giovanni XXIII, 80",Via Papa Giovanni XXIII,80,Via Papa Giovanni XXIII 80,24054,Covo,BG,,,c.brambilla@oglioeserio.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
652,BANCA DELLA VALSASSINA CREDITO COOPERATIVO - SOCIETA' COOPER,15240741007,00337470132,"Via XXV Aprile, 16/18",Via XXV Aprile,16/18,Via XXV Aprile 16/18,23814,Cremeno,LC,,,vicedirezione@valsassina.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
653,BANCA DI CREDITO COOPERATIVO DI FANO - SOCIETA' COOPERATIVA,15240741007,00131220410,"Via Flaminia, 346/348",Via Flaminia,346/348,Via Flaminia 346/348,61031,Fano,PU,,,luigino.vagnini@fano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
654,"BCC DI ALBA, LANGHE, ROERO E DEL CANAVESE S.C.",15240741007,00236570040,"Via Cavour, 4",Via Cavour,4,Via Cavour 4,12051,Alba,CN,,,sistemidipagamento@bancadalba.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
655,CREDITO COOPERATIVO CASSA RURALE ED ARTIGIANA DI ERCHIE - SO,15240741007,00082900747,"Via Roma, 89",Via Roma,89,Via Roma 89,72020,Erchie,BR,,,organizzazione@bccerchie.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
656,"CREDITO COOPERATIVO RAVENNATE, FORLIVESE E IMOLESE SOCIETA'",15240741007,01445030396,"Piazza della Libertà, 14",Piazza della Libertà,14,Piazza della Libertà 14,48018,Faenza,RA,,,Monetica@labcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
657,BANCA DI FILOTTRANO - CREDITO COOPERATIVO DI FILOTTRANO E CA,15240741007,00135400422,"Piazza Garibaldi, 26",Piazza Garibaldi,26,Piazza Garibaldi 26,60024,Filottrano,AN,,,luciano.coppari@filottrano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
658,BANCA DI CREDITO COOPERATIVO DI FLUMERI - SOCIETA' COOPERATI,02529020220,00686880642,Via Olivieri,Via Olivieri,SNC,Via Olivieri SNC,83040,Flumeri,AV,,,bcc@bccflumeri.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
659,BANCA DI CREDITO COOPERATIVO DI GAUDIANO DI LAVELLO - SOCIET,15240741007,93000870761,"Via Roma, 81/83",Via Roma,81/83,Via Roma 81/83,85024,Lavello,PZ,,,g.coviello@lavello.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
660,BANCA DI PISA E FORNACETTE CREDITO COOPERATIVO - SOCIETA' CO,15240741007,00179660501,"Lungarno Pacinotti, 8",Lungarno Pacinotti,8,Lungarno Pacinotti 8,56126,Calcinaia,PI,,,08562.ufficioorganizzazione@bancadipisa.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
661,BANCA DI CREDITO COOPERATIVO DI GAMBATESA - SOCIETA' COOPERA,15240741007,00068860709,"Via Nazionale Appula, 29",Via Nazionale Appula,29,Via Nazionale Appula 29,86013,Gambatesa,CB,,,segreteria@bccgambatesa.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
662,BANCA DI CREDITO COOPERATIVO AGROBRESCIANO - SOCIETA' COOPER,15240741007,00284980174,"Piazza Roma, 17",Piazza Roma,17,Piazza Roma 17,25016,Ghedi,BS,,,manuinil@agrobresciano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
663,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CRE,02529020220,00365360072,"Via Taxel, 26",Via Taxel,26,Via Taxel 26,11020,Aosta,AO,,,organizzazione@valdostana.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
664,CENTROVENETO BASSANO BANCA - CREDITO COOPERATIVO - SOCIETA',02529020220,01405390244,"Via Ponte di Costozza, 12",Via Ponte di Costozza,12,Via Ponte di Costozza 12,36023,Longare,VI,,,organizzazione@centroveneto.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
665,LA BCC DEL CROTONESE - CREDITO COOPERATIVO SOCIETA' COOPERAT,03382760795,03382760795,Via Unione Europea SNC,Via Unione Europea,SNC,Via Unione Europea SNC,88900,Crotone,KR,,,segreteria@crotonese.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
666,BCC BASILICATA - CREDITO COOPERATIVO DI LAURENZANA E COMUNI,15240741007,00114980766,"Via S.S. 92, 50",Via S.S.,50,Via S.S. 50,85014,Potenza,PZ,,,fcirigliano@bccbasilicata.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
667,BANCA DI CREDITO COOPERATIVO VALLE DEL TORTO - SOCIETA' COOP,15240741007,00101580827,"Piazza Duomo, 4",Piazza Duomo,4,Piazza Duomo 4,90025,Lercara Friddi,PA,,,info-sede@valledeltorto.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
668,BANCA DI CREDITO COOPERATIVO DI LEVERANO - SOCIETA' COOPERAT,15240741007,00143270759,"Piazza Roma, 1",Piazza Roma,1,Piazza Roma 1,73045,Leverano,LE,,,serino.emanuele@leverano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
669,BANCA DI CREDITO COOPERATIVO DI CANOSA - LOCONIA - SOCIETA',15240741007,00387040728,"Piazza della Repubblica, 28",Piazza della Repubblica,28,Piazza della Repubblica 28,70053,Canosa di Puglia,BT,,,organizzazione@canosa.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
670,BANCA DI CREDITO COOPERATIVO DI LEZZENO (COMO) - SOCIETA' CO,15240741007,00287860134,Via Chiesa,Via Chiesa,SNC,Via Chiesa SNC,22025,Lezzeno,CO,,,bcclezzeno@lezzeno.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
671,CREDITO COOPERATIVO - CASSA RURALE ED ARTIGIANA DEL FRIULI V,02529020220,00074360314,"Via Visini, 2",Via Visini,2,Via Visini 2,34070,Gorizia,GO,,,servizi@cassaruralefvg.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
672,BANCATER CREDITO COOPERATIVO FVG  - SOCIETA' COOPERATIVA,02529020220,00251640306,"Via Verzegnis, 1",Via Verzegnis,1,Via Verzegnis 1,33100,Udine,UD,,,incassi@bancater.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
673,PRIMACASSA - CREDITO COOPERATIVO FVG - SOCIETA' COOPERATIVA,02529020220,00249930306,"Via Cividina, 9",Via Cividina,9,Via Cividina 9,33035,Martignacco,UD,,,organizzazione@primacassafvg.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
674,"BANCA ALTO VICENTINO - CREDITO COOPERATIVO DI SCHIO, PEDEMON",02529020220,00210200242,"Via Pista dei Veneti, 14",Via Pista dei Veneti,14,Via Pista dei Veneti 14,36015,Schio,VI,,,edp@bancaaltovicentino.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
675,CHIANTIBANCA - CREDITO COOPERATIVO S.C.,15240741007,01292880521,"Via Cassia Nord, 2/4/6",Via Cassia Nord,2/4/6,Via Cassia Nord 2/4/6,53035,San Casciano in Val di Pesa,FI,,,marcocecchetti@chiantibanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
676,B.C.C. DEL GARDA - BANCA DI CREDITO COOPERATIVO COLLI MORENI,15240741007,00285660171,"Via Trieste, 62",Via Trieste,62,Via Trieste 62,25018,Montichiari,BS,,,manuele.martani@garda.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
677,BANCA DI CREDITO COOPERATIVO DI MOZZANICA - SOCIETA' COOPERA,15240741007,00264910167,"Via Umberto I, 10",Via Umberto I,10,Via Umberto I 10,24050,Mozzanica,BG,,,Organizzazione@mozzanica.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
678,BANCA DI CREDITO COOPERATIVO DI MARINA DI GINOSA - SOCIETA',15240741007,00133340737,Viale Jonio,Viale Jonio,SNC,Viale Jonio SNC,74025,Ginosa,TA,,,g.lomastro@bccmarinadiginosa.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
679,BANCA DI CREDITO COOPERATIVO DI BRESCIA - SOCIETA' COOPERATI,02529020220,00385040175,"Via Reverberi, 1",Via Reverberi,1,Via Reverberi 1,25100,Nave,BS,,,u_banking@bccbrescia.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
680,BANCA DI CREDITO COOPERATIVO DI NETTUNO SOCIETA' COOPERATIVA,15240741007,00386990584,"Via G. Matteotti, 5",Via G. Matteotti,5,Via G. Matteotti 5,00048,Nettuno,RM,,,vincenzo.colozzi@nettuno.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
681,BANCA DI CREDITO COOPERATIVO DEL METAURO - SOCIETA' COOPERAT,15240741007,81004820411,"Via Giacomo Matteotti, 4",Via Giacomo Matteotti,4,Via Giacomo Matteotti 4,61038,Terre Roveresche,PU,,,servizio.organizzazione@metauro.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
682,BANCA DI CREDITO COOPERATIVO DI OSTRA E MORRO D'ALBA - SOCIE,15240741007,01440090429,"Via Mazzini, 93",Via Mazzini,93,Via Mazzini 93,60010,Ostra,AN,,,contact@relaxbanking.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
683,BANCA DI CREDITO COOPERATIVO DI OSTRA VETERE SOCIETA' COOPER,15240741007,00172010423,"Via Marconi, 29",Via Marconi,29,Via Marconi 29,60010,Ostra Vetere,AN,,,amministrativo@ostravetere.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
684,BANCA DI CREDITO COOPERATIVO DI OSTUNI - SOCIETA' COOPERATIV,15240741007,00059520742,"Largo Monsignor Italo Pignatelli, 2",Largo Monsignor Italo Pignatelli,2,Largo Monsignor Italo Pignatelli 2,72017,Ostuni,BR,,,domenico.demola@ostuni.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
685,BANCA DI CREDITO COOPERATIVO APPULO LUCANA SOC. COOP.,15240741007,00256810722,Corso Umberto I 65,Corso Umberto I,65,Corso Umberto I 65,76014,Spinazzola,BT,,,segreteria@bccspinazzola.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
686,BANCA DI CREDITO COOPERATIVO DI PACHINO - SOCIETA' COOPERATI,15240741007,00078210895,"Via Unita', 5",Via Unità,5,Via Unità 5,96018,Pachino,SR,,,contabile@pachino.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
687,BANCA DI UDINE CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,15240741007,00252520309,"Viale Tricesimo, 85",Viale Tricesimo,85,Viale Tricesimo 85,33100,Udine,UD,,,CONTA@BANCADIUDINE.IT,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
688,BANCA CENTRO LAZIO CREDITO COOPERATIVO - SOCIETA' COOPERATIV,02529020220,00697880581,"Viale della Vittoria, 21",Viale della Vittoria,21,Viale della Vittoria 21,00036,Palestrina,RM,,,incassiepagamenti@bancacentrolazio.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
689,CREDITO COOPERATIVO CASSA RURALE ED ARTIGIANA DI PALIANO SOC,15240741007,00134660604,"Viale Umberto I, 53",Viale Umberto I,53,Viale Umberto I 53,03018,Paliano,FR,,,contabilita@paliano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
690,BANCA VERSILIA LUNIGIANA E GARFAGNANA - CREDITO COOPERATIVO,15240741007,00174600460,"Via Mazzini, 80",Via Mazzini,80,Via Mazzini 80,55045,Pietrasanta,LU,,,organizzazione@bvlg.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
691,BANCA PATAVINA CREDITO COOPERATVO DI SANT'ELENA E PIOVE DI S,15240741007,00311340285,"Via Roma, 10",Via Roma,10,Via Roma 10,35040,Piove di Sacco,PD,,,incassi@bccpatavina.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
692,BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO SOCIETA',15240741007,00141120410,"V.Le Martiri della Libertà, 46/B",V.Le Martiri della Libertà,46/B,V.Le Martiri della Libertà 46/B,61045,Pergola,PU,,,organizzazione@pergola.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
693,BANCA DI CREDITO COOPERATIVO VICENTINO - POJANA MAGGIORE (VI,15240741007,00152400248,"Via Matteotti, 47",Via Matteotti,47,Via Matteotti 47,36026,Pojana Maggiore,VI,,,organizzazione@bccvicentino.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
694,BANCA DEL TERRITORIO LOMBARDO CREDITO COOPERATIVO - SOCIETA',02529020220,00436650170,"Via Sostegno, 58",Via Sostegno,58,Via Sostegno 58,25124,Brescia,BS,,,bortolo.copeta@btlbanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
695,BANCA DI CREDITO COOPERATIVO DI PONTASSIEVE - SOCIETA' COOPE,15240741007,00409340486,"Via Vittorio Veneto, 9",Via Vittorio Veneto,9,Via Vittorio Veneto 9,50065,Pontassieve,FI,,,servizio.organizzazione@pontassieve.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
696,CASSA RURALE ED ARTIGIANA DELL'AGRO PONTINO - BANCA DI CREDI,15240741007,00076300599,"Via Filippo Corridoni, 35/37",Via Filippo Corridoni,35/37,Via Filippo Corridoni 35/37,04014,Pontinia,LT,,,rinaldo.derenzi@pontinia.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
697,BANCA DI CREDITO COOPERATIVO DEL VELINO - COMUNE DI POSTA PR,02529020220,00036100576,"Via Bacugno, 12/A",Via Bacugno,12/A,Via Bacugno 12/A,02010,Rieti,RI,,,amministrazione@bccvelino.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
698,BANCA DI CREDITO COOPERATIVO DI PRATOLA PELIGNA (L'AQUILA) -,15240741007,00092420660,"Via A. Gramsci, 138",Via A. Gramsci,138,Via A. Gramsci 138,67035,Pratola Peligna,AQ,,,organizzazione@pratola.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
699,CENTROMARCA BANCA - CREDITO COOPERATIVO DI TREVISO E VENEZIA,15240741007,00176640266,"Via Riccardo Selvatico, 2",Via Riccardo Selvatico,2,Via Riccardo Selvatico 2,31100,Treviso,TV,,,fatture@centromarcabanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
700,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI -,02529020220,00167840040,"Via Villanova, 23",Via Villanova,23,Via Villanova 23,12080,Pianfei,CN,,,origliag@pianfeieroccadebaldi.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
701,BANCA DI CREDITO COOPERATIVO DI RECANATI E COLMURANO - SOCIE,15240741007,01176450433,"Piazza Leopardi, 21-22",Piazza Leopardi,21-22,Piazza Leopardi 21-22,62019,Recanati,MC,,,raffaella.grufi@recanati.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
702,BANCA DI RIPATRANSONE E DEL FERMANO - CREDITO COOPERATIVO -,15240741007,00096910443,"Corso Vittorio Emanuele, 45",Corso Vittorio Emanuele,45,Corso Vittorio Emanuele 45,63065,Ripatransone,AP,,,amministrativo@ripa.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
703,CASSA RURALE ED ARTIGIANA DI RIVAROLO MANTOVANO (MANTOVA) CR,15240741007,00191230200,"Via Mazzini, 33",Via Mazzini,33,Via Mazzini 33,46017,Rivarolo Mantovano,MN,,,segreteria@rivarolo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
704,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGN",02529020220,00269570651,Via IV Novembre,Via IV Novembre,SNC,Via IV Novembre SNC,84020,Sant'Arsenio,SA,,,elisabetta.giordano@bccmontepruno.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
705,BANCA DI CREDITO COOPERATIVO DELLA PROVINCIA ROMANA SOCIETA',15240741007,01025110584,"Via Dante Alighieri, 25",Via Dante Alighieri,25,Via Dante Alighieri 25,00060,Riano,RM,,,gabriele.salvi@provinciaromana.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
706,BANCA DI CREDITO COOPERATIVO LAUDENSE - LODI SOCIETA' COOPER,02529020220,09900240152,"Via Garibaldi, 5",Via Garibaldi,5,Via Garibaldi 5,26900,Lodi,LO,,,incassi.pagamenti@bcclaudense.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
707,"BANCA DI CREDITO COOPERATIVO DI SAN BIAGIO PLATANI, SOCIETA'",15240741007,00098180847,"Piazza Massimo D'Azeglio, 1 - 1/A",Piazza Massimo D'Azeglio,1,Piazza Massimo D'Azeglio 1,92020,San Biagio Platani,AG,,,stella.iacono@sanbiagioplatani.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
708,FRIULOVEST BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIV,02529020220,00067610931,"Via Richinvelda, 4",Via Richinvelda,4,Via Richinvelda 4,33095,San Giorgio della Richinvelda,PN,,,ip@friulovestbanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
709,BANCA SAN GIORGIO QUINTO VALLE AGNO - CREDITO COOPERATIVO -,15240741007,00232120246,"Via Perlena, 78",Via Perlena,78,Via Perlena 78,36040,Fara Vicentino,VI,,,interbancario@bancasangiorgio.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
710,BANCA DI CREDITO COOPERATIVO DI SAN GIOVANNI ROTONDO - SOCIE,02529020220,00149260713,"Viale Aldo Moro, 9",Viale Aldo Moro,9,Viale Aldo Moro 9,71013,San Giovanni Rotondo,FG,,,contabilita@bccsangiovannirotondo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
711,BANCA DEL VALDARNO - CREDITO COOPERATIVO - SOCIETA' COOPERAT,15240741007,00135410512,"Piazza della Libertà, 26",Piazza della Libertà,26,Piazza della Libertà 26,52027,San Giovanni Valdarno,AR,,,maxbraconi@bancavaldarno.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
712,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE,02529020220,00130830730,Via Vittorio Emanuele,Via Vittorio Emanuele,SNC,Via Vittorio Emanuele SNC,74020,San Marzano di San Giuseppe,TA,,,emanuela.capoccello@bccsanmarzano.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
713,BANCA DI PESARO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,15240741007,00128830411,Via Fratelli Cervi,Via Fratelli Cervi,SNC,Via Fratelli Cervi SNC,61100,Pesaro,PU,,,sist.pagamento@pesaro.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
714,BANCA DI CREDITO COOPERATIVO DI CASALGRASSO E SANT'ALBANO ST,02529020220,00167420041,"Via Vallauri, 24",Via Vallauri,24,Via Vallauri 24,12040,Casalgrasso,CN,,,servizi@banca8833.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
